v1,v2
spam,warner village 83118 c colin farrell in swat this wkend warner village  get 1 free med popcornjust show msgticketkioskvalid 4712 c tc kiosk reply sony 4 mre film offers
ham,will you come online today night
ham,then anything special
ham,im in solihull  do you want anything
ham,will do have a good day
ham,we regret to inform u that the nhs has made a mistakeu were never actually bornplease report 2 yor local hospital 2b terminatedwe r sorry 4 the inconvenience
ham,love that holiday monday feeling even if i have to go to the dentists in an hour
ham,i am on the way to tirupur
spam,goal arsenal 4 henry 7 v liverpool 2 henry scores with a simple shot from 6 yards from a pass by bergkamp to give arsenal a 2 goal margin after 78 mins
ham,youve already got a flaky parent itsnot supposed to be the childs job to support the parentnot until theyre the ride age anyway im supposed to be there to support you and now ive hurt you unintentional but hurt nonetheless
ham,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow 
ham,just dropped em off omw back now
spam,this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call 08712101358 now only 10p per min btnationalrate
ham,sitting in mu waiting for everyone to get out of my suite so i can take a shower
ham,re your call you didnt see my facebook huh
ham,g says you never answer your texts confirmdeny
ham,its so common hearin how r u wat r u doing how was ur day so let me ask u something different did u smile today if not do it now gud evng
ham,hi dear call me its urgnt i dont know whats your problem you dont want to work or if you have any other problem at least tell me wating for your reply
ham,oh yah we never cancel leh haha 
ham,we can go 4 e normal pilates after our intro  
ham,ok let u noe when i leave my house
ham,oh yes why is it like torture watching england
ham,wanna do some art d
ham,just hopeing that wasnt too pissed up to remember and has gone off to his sisters or something
spam,got what it takes 2 take part in the wrc rally in oz u can with lucozade energy text rally le to 61200 25p see packs or lucozadecoukwrc  itcould be u
spam,hi the sexychat girls are waiting for you to text them text now for a great night chatting send stop to stop this service
ham,good morning my boytoy hows those yummy lips  wheres my sexy buns now  what do you do  do you think of me  do you crave me  do you need me 
ham,match startedindia  ltgt  for 2
ham,once free call me sir
ham,hey do you want anything to buy
ham,hey babe hows it going  did you ever figure out where your going for new years 
ham,kkcongratulation 
ham,g wants to know where the fuck you are
ham,no it was cancelled yeah baby well that sounds important so i understand my darlin give me a ring later on this fone love kate x
ham,tomarrow i want to got to court at  ltdecimalgt  so you come to bus stand at 9
ham, go home liao ask dad to pick me up at 6
ham,omg you can make a wedding chapel in frontierville why do they get all the good stuff
ham,im eatin now lor but goin back to work soon e mountain deer show huh i watch b4 liao very nice
ham,check maili have mailed varma and kept copy to you regarding membershiptake careinsha allah
ham,wrong phone this phone i answer this one but assume the other is people i dont well
ham,anyway i dont think i can secure anything up here lemme know if you want me to drive down south and chill
ham,im already back home so no probably not
spam,great news call freefone 08006344447 to claim your guaranteed 1000 cash or 2000 gift speak to a live operator now
spam,hi this is amy we will be sending you a free phone number in a couple of days which will give you an access to all the adult parties
ham,i am in bus on the way to calicut
ham,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored and james has been farting at me all night
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 730 wanna do somethin later call me later ortxt back jess xx
spam,welcome to select an o2 service with added benefits you can now call our specially trained advisors free from your mobile by dialling 402
ham,i lost 4 pounds since my doc visit last week woot woot now im gonna celebrate by stuffing my face
ham,u coming back 4 dinner rite dad ask me so i re confirm wif u
ham,doing my masters when will you buy a bb cos i have for sale and hows bf
ham,ahhhhjust woken uphad a bad dream about u thoso i dont like u right now  i didnt know anything about comedy night but i guess im up for it
ham,im viveki got call from your number
ham,why didnt u call on your lunch
ham,what i mean was i left too early to check cos im working a 96
ham,i want  ltgt  rs dado you have it
ham,a bit of ur smile is my hppnss a drop of ur tear is my sorrow a part of ur heart is my life a heart like mine wil care for u forevr as my goodfriend
ham,yup ok
ham,i want to see your pretty pussy
spam,dear voucher holder have your next meal on us use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttpwwwvouch4mecometlpdiningasp
ham,a few people are at the game im at the mall with iouri and kaila
spam,urgent we are trying to contact u todays draw shows that you have won a 2000 prize guaranteed call 09058094507 from land line claim 3030 valid 12hrs only
spam,you can donate 250 to unicefs asian tsunami disaster support fund by texting donate to 864233 250 will be added to your next bill
ham,future is not what we planned for tomorrow it is the result of what we do today do the best in present enjoy the future
ham,i will cme i want to go to hos 2morow after that i wil cme this what i got from her dear what to do she didnt say any time
ham,we are supposed to meet to discuss abt our trip thought xuhui told you in the afternoon thought we can go for lesson after that
ham,hey come online use msn we are all there
ham,im fine hope you are good do take care
ham,oops i was in the shower when u called hey a parking garage collapsed at university hospital see im not crazy stuff like that does happen
ham,aiyo u so poor thing then u dun wan 2 eat u bathe already
ham,yar i tot u knew dis would happen long ago already
ham,you are gorgeous keep those pix cumming  thank you
ham,a boy was late 2 home his father power of frndship
ham,jade its paul y didnt u txt me do u remember me from barmed i want 2 talk 2 u txt me
ham,spending new years with my brother and his family lets plan to meet next week are you ready to be spoiled 
ham,so what u doing today
ham,i said its okay sorry
ham,slept i thinkthis time  ltgt  pm is not dangerous
ham,networking job is there
spam,goldviking 29m is inviting you to be his friend reply yes762 or no762 see him wwwsmsacugoldviking stop send stop frnd to 62468
ham,dont let studying stress you out l8r
ham,thats y u haf 2 keep me busy
ham,no rushing im not working im in school so if we rush we go hungry
ham,which channel
ham,so your telling me i coulda been your real valentine and i wasnt u never pick me for nothing
spam,phony 350 award  todays voda numbers ending xxxx are selected to receive a 350 award if you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,we made it eta at taunton is 1230 as planned hope thats still okday good to see you xx
ham,im hungry buy smth home
ham,hey kate
ham,my drive can only be read i need to write
ham,just looked it up and addie goes back monday sucks to be her
ham,happy new year hope you are having a good semester
ham,esplanade lor where else
ham,can you talk with me
ham,hmph go head big baller
ham,well its not like you actually called someone a punto that woulda been worse
ham,nope since ayo travelled he has forgotten his guy
ham,you still around looking to pick up later
spam,cds 4u congratulations ur awarded 500 of cd gift vouchers or 125 gift guaranteed  freeentry 2 100 wkly draw xt music to 87066 tncs wwwldewcom1win150ppmx3age16 
ham,theres someone here that has a year  ltgt  toyota camry like mr olayiwolas own mileage is  ltgt kits clean but i need to know how much will it sell for if i can raise the dough for it how soon after landing will it sell holla back
ham,guess which pub im in im as happy as a pig in clover or whatever the saying is 
ham,ill b down soon
ham,oh k  i will come tomorrow
ham,go fool dont cheat others ok
ham,my mobile numberpls sms ur mail idconvey regards to achanammarakheshqatar
ham,by the way rencontre is to meet again mountains dont
spam,you have won a guaranteed 1000 cash or a 2000 prize to claim yr prize call our customer service representative on 08714712412 between 10am7pm cost 10p
ham,u attend ur driving lesson how many times a wk n which day
ham,uncle g just checking up on you do have a rewarding month
ham,hello boytoy  geeee  im missing you today i like to send you a tm and remind you im thinking of you  and you are loved  loving kiss
ham,i think the other two still need to get cash but we can def be ready by 9
ham,hey galsu all wanna meet 4 dinner at nte 
spam,dear 0776xxxxxxx uve been invited to xchat this is our final attempt to contact u txt chat to 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
ham,babe  what are you doing  where are you  who are you talking to  do you think of me  are you being a good boy are you missing me do you love me 
ham,great how is the office today
ham,its cool we can last a little while getting more any time soon
ham, sad puppy noise
ham,yes its possible but dint try pls dont tell to any one k
ham,anyway holla at me whenever youre around because i need an excuse to go creep on people in sarasota
ham,where you what happen
ham,i was gonna ask you lol but i think its at 7
spam,ur cashbalance is currently 500 pounds  to maximize ur cashin now send go to 86688 only 150pmeg cc 08718720201 hgsuite3422lands roww1j6hl
spam,private your 2003 account statement for shows 800 unredeemed sim points call 08715203685 identifier code4xx26 expires 131004
ham,go chase after her and run her over while shes crossing the street
spam,id like to tell you my deepest darkest fantasies call me 09094646631 just 60pmin to stop texts call 08712460324 nat rate
ham,is there coming friday is leave for pongaldo you get any news from your work place
ham,hey very inconvenient for your sis a not huh
ham,ok i vldo u know i got adsense approved
ham, was really good to see you the other day dudette been missing you
ham,i want to go to perumbavoor
ham,how many times i told in the stage all use to laugh you not listen aha
spam,you wont believe it but its true its incredible txts reply g now to learn truly amazing things that will blow your mind from o2fwd only 18ptxt
ham,you didnt hear it from me
ham,thanks for being there for me just to talk to on saturday you are very dear to me i cherish having you as a brother and role model
ham,pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala
spam,natalie 20f is inviting you to be her friend reply yes165 or no165 see her wwwsmsacunatalie2k9 stop send stop frnd to 62468
ham,she ran off with a younger man we will make pretty babies together 
spam,jamster to get your free wallpaper text heart to 88888 now tc apply 16 only need help call 08701213186
ham,o ic lol should play 9 doors sometime yo
ham,dunno my dad said he coming home 2 bring us out 4 lunch yup i go w u lor i call u when i reach school lor
ham,we have sent jd for customer service cum accounts executive to ur mail id for details contact us
ham,desires u going to doctor 4 liver and get a bit stylish get ur hair managed thats it
ham,hmmmstill we dont have opener
ham,yeah so basically any time next week you can get away from your mom amp get up before 3
ham,edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gm
ham,i will vote for wherever my heart guides me
ham,with my sis lor we juz watched italian job
ham,tick tick tick  where are you  i could die of loneliness you know  pouts stomps feet i need you 
ham,lmao you know me so well
spam,double mins  double txt  12 price linerental on latest orange bluetooth mobiles call mobileupd8 for the very latest offers 08000839402 or call2optoutlf56
ham,am on a train back from northampton so im afraid not im staying skyving off today ho ho will be around wednesday though do you fancy the comedy club this week by the way
ham,goodnight da thangam i really miss u dear
ham,hey next sun 1030 theres a basic yoga course at bugis we can go for that pilates intro next sat tell me what time you r free
ham,geeeee  your internet is really bad today eh 
spam,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts call mobileupd8 08001950382 or call2optout674
ham,i think i am disturbing her da
ham,sorry ill call you  later i am in meeting sir
ham,havent stuck at orchard in my dads car going 4 dinner now u leh so r they free tonight
ham,ok i also wan 2 watch e 9 pm show
ham,i dunno lei like dun haf
ham,but your brother transfered only  ltgt    ltgt  pa
ham,i calls you later afternoon onwords mtnl service get problem in south mumbai i can hear you but you cannt listen me
spam,83039 62735450 uk break accommodationvouchers terms  conditions apply 2 claim you mustprovide your claim number which is 15541 
ham,talk to g and x about that
ham,hai dear friends this is my new amp present number by rajitha raj ranju
spam,5p 4 alfie moons children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity
ham,as in different styles
spam,win a 200 shopping spree every week starting now 2 play text store to 88039 skilgme tscs08714740323 1winawk age16 150perweeksub
ham,gud ni8 dearslp welltake careswt dreamsmuah
ham,i want to sent  ltgt mesages today thats y sorry if i hurts
spam,this is the 2nd attempt to contract u you have won this weeks top prize of either 1000 cash or 200 prize just call 09066361921
ham,well im glad you didnt find it totally disagreeable  lol
ham,guy no flash me now if you go call me call me how madam take care oh
spam,do you want a new nokia 3510i colour phone deliveredtomorrow with 300 free minutes to any mobile  100 free texts  free camcorder reply or call 08000930705
ham,mark works tomorrow he gets out at 5 his work is by your house so he can meet u afterwards
ham,keep ur problems in ur heart
ham,yeah give me a call if youve got a minute
ham,hi babe uawakefeellikw shitjustfound out via aletter thatmum gotmarried 4thnovbehind ourbacks  fuckinniceselfish
ham,amazing  if you rearrange these letters it gives the same meaning dormitory  dirty room astronomer  moon starer the eyes  they see election results  lies lets recount motherinlaw  woman hitler eleven plus two twelve plus one its amazing 
ham,aiya we discuss later lar pick  up at 4 is it
ham,hey happy birthday
ham,sorry i missed your call can you please call back
ham,omg if its not one thing its another my cat has worms  when does this bad day end
ham,good morning im suffering from fever and dysentry will not be able to come to office today
ham,i wont do anything de
ham,what type of stuff do you sing
ham,st andre virgils cream
ham,no no i will check all rooms befor activities
ham,my fri ah okie lorgoin 4 my drivin den go shoppin after tt
ham,gokila is talking with you aha
ham,hi shanilrakhesh herethanksi have exchanged the uncut diamond stuffleaving back excellent service by dino and prem
ham,kkthis month kotees birthday know
ham,but im really really broke oh no amount is too small even  ltgt 
ham,sorry about that this is my mates phone and i didnt write it love kate
spam,themobhit the link to get a premium pink panther game the new no 1 from sugababes a crazy zebra animation or a badass hoody wallpaperall 4 free
ham,ah well that confuses things doesnt it i thought was friends with now maybe i did the wrong thing but i already sort of invited tho he may not come cos of money
ham,aight call me once youre close
ham,nope thats fine i might have a nap tho 
spam,this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to customersqueriesnetvisionukcom
ham,in other news after hassling me to get him weed for a week andres has no money haughaighgtujhyguj
ham,a boy loved a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decided 2 aproach d gal  dt time a truck was speeding towards d gal wn it was about 2 hit d girld boy ran like hell n saved her she asked hw cn u run so fast d boy replied boost is d secret of my energy n instantly d girl shouted our energy n thy lived happily 2gthr drinking boost evrydy moral of d story i hv free msgsd gud ni8
ham,i wnt to buy a bmw car urgentlyits vry urgentbut hv a shortage of  ltgt lacsthere is no source to arng dis amt ltgt lacsthats my prob
ham,ding me on ya break fassyole blacko from londn
ham,i really need 2 kiss u i miss u my baby from ur baby 4eva
ham,the sign of maturity is not when we start saying big things but actually it is when we start understanding small things have a nice evening bslvyl
ham,oh you got many responsibilities
spam,you have 1 new message please call 08715205273
ham,ive reached sch already
spam,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update vco free on 08002986906 
ham,u definitely need a module from e humanities dis sem izzit u wan 2 take other modules 1st
ham,argh why the fuck is nobody in town 
spam,get 3 lions england tone reply lionm 4 mono or lionp 4 poly 4 more go 2 wwwringtonescouk the original n best tones 3gbp network operator rates apply
ham,thanks fills me with complete calm and reassurance 
ham,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeaning same here
ham,are you driving or training
ham,lol for real she told my dad i have cancer
spam,private your 2003 account statement for 078
ham,oops i did have it  ltgt 
ham,not enufcredeit tocallshall ileave uni at 6 get a bus to yor house
ham,hi chikku send some nice msgs
ham,he is impossible to argue with and he always treats me like his sub like he never released me  which he did and i will remind him of that if necessary
ham,after my work ah den 6 plus lor u workin oso rite den go orchard lor no other place to go liao
ham,to the wonderful okors have a great month we cherish you guys and wish you well each day mojibiola
ham,cuz ibored and don wanna study
ham,wot about on wed nite i am 3 then but only til 9
ham,rose for redred for bloodblood for heartheart for u but u for me send tis to all ur friends including me if u like me if u get back 1u r poor in relation 2u need some 1 to support 3u r frnd 2 many 4some1 luvs u 5 some1 is praying god to marry u try it
ham,any way where are you and what doing
ham,that sucks ill go over so u can do my hair youll do it free right
ham,its still not working and this time i also tried adding zeros that was the savings the checking is  ltgt 
ham,hmm dunno leh mayb a bag 4 goigng out dat is not too small or jus anything except perfume smth dat i can keep
ham,sday only joinedso training we started today
ham,sorry  was at the grocers
ham,there are some nice pubs near here or there is frankie n bennys near the warner cinema
spam,you ve won your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh cost150pm max10mins
ham,yup i havent been there before you want to go for the yoga i can call up to book 
ham,oh shut it omg yesterday i had a dream that i had 2 kids both boys i was so pissed not only about the kids but them being boys i even told mark in my dream that he was changing diapers cause im not getting owed in the face
ham,yeah i imagine he would be really gentle unlike the other docs who treat their patients like turkeys
spam,free for 1st week no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates wwwgetzedcouk pobox 36504 w45wq 16 norm150ptone
ham,now that you have started dont stop just pray for more good ideas and anything i see that can help you guys ill forward you a link
ham,hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love kate
ham,im in office now dawhere are you
ham,aiyar u so poor thing i give u my support k jia you ill think of u
ham,oh unintentionally not bad timing great fingers  the trains play along will give fifteen min warning
spam,get your garden ready for summer with a free selection of summer bulbs and seeds worth 3350 only with the scotsman this saturday to stop go2 notxtcouk
ham,kthen come wenever u lik to come and also tel vikky to come by getting free time
ham,pls call me da what happen
ham,happy new year to u and ur familymay this new year bring happiness  stability and tranquility to ur vibrant colourful life
ham,no problem with the renewal ill do it right away but i dont know his details
ham,idk im sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like im a failure in everything nobody wants me and now i feel like im failing you
ham,havent left yet so probably gonna be here til dinner
ham,like  ltgt  same question
ham,my new years eve was ok i went to a party with my boyfriend who is this si then hey
ham,sir i need velusamy sirs date of birth and company bank facilities details
ham,k k sms chat with me
ham,i will come with karnan car please wait till 6pm will directly goto doctor
ham,no but the bluray player can
ham,ok then r we meeting later
ham,lol no i just need to cash in my nitros hurry come on before i crash out
ham,just send a text well skype later
ham,ok leave no need to ask
spam,congrats 2 mobile 3g videophones r yours call 09063458130 now videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p
ham, still got lessons   in sch
ham,y she dun believe leh i tot i told her its true already i thk she muz c us tog then she believe
ham,oh did you charge camera
ham,ive got some salt you can rub it in my open wounds if you like
ham,now im going for lunch
ham,im in school now n ill be in da lab doing some stuff give me a call when  r done
ham,oh k  i will come tomorrow
ham,aight text me tonight and well see whats up
ham,u 2
ham,water logging in desert geoenvironmental implications
ham,rajipls do me a favour pls convey my birthday wishes to nimya pls today is her birthday
ham,company is very goodenvironment is terrific and food is really nice
ham,very strange  and  are watching the 2nd one now but im in bed sweet dreams miss u 
spam,sms auction  a brand new nokia 7250 is up 4 auction today auction is free 2 join  take part txt nokia to 86021 now
ham,hi hope u r both ok he said he would text and he hasnt have u seen him let me down gently please 
ham,babe i fucking love you too  you know fuck it was so good to hear your voice i so need that i crave it i cant get enough i adore you ahmad kisses
ham,k sure am in my relatives home sms me de pls
ham,i sent them do you like
ham,fuuuuck i need to stop sleepin sup
ham,im in town now so ill jus take mrt down later
ham,i just cooked a rather nice salmon a la you
ham,i uploaded mine to facebook
ham,what time u wrkin
ham,okie
spam,ree entry in 2 a weekly comp for a chance to win an ipod txt pod to 80182 to get entry std txt rate tcs apply 08452810073 for details 18
spam,our records indicate u maybe entitled to 5000 pounds in compensation for the accident you had to claim 4 free reply with claim to this msg 2 stop txt stop
ham,sorry ill call later
ham,oh oh den muz change plan liao go back have to yan jiu again
ham,its wylie you in tampa or sarasota
ham,ok take ur time n enjoy ur dinner
ham,darren was saying dat if u meeting da ge den we dun meet 4 dinner cos later u leave xy will feel awkward den u meet him 4 lunch lor
spam,spook up your mob with a halloween collection of a logo  pic message plus a free eerie tone txt card spook to 8007 zed 08701417012150p per logopic 
ham,i like cheap but im happy to splash out on the wine if it makes you feel better
ham,shes fine i have had difficulties with her phone it works with mine can you pls send her another friend request
ham,ugh my leg hurts musta overdid it on mon
spam,call germany for only 1 pence per minute call from a fixed line via access number 0844 861 85 85 no prepayment direct access wwwtelediscountcouk
spam,you ve won your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh cost150pm max10mins
ham,wot student discount can u get on books
ham,me fineabsolutly fine
ham,how come she can get it should b quite diff to guess rite
spam,had your mobile 11mths  update for free to oranges latest colour camera mobiles  unlimited weekend calls call mobile upd8 on freefone 08000839402 or 2stoptxt
ham,i will reach ur home in  ltgt  minutes
ham,babe im answering you cant you see me  maybe youd better reboot ym  i got the photo  its great 
ham,hiwhat you think about match
ham,i know you are thinkin malaria but relax children cant handle malaria she would have been worse and its gastroenteritis if she takes enough to replace her loss her temp will reduce and if you give her malaria meds now she will just vomit its a self limiting illness she has which means in a few days it will completely stop
ham,dai i downloaded but there is only exe file which i can only run that exe after installing
ham,it is only yesterday true true
ham,kkhow is your business now
ham,3 pa but not selected
spam,natalja 25f is inviting you to be her friend reply yes440 or no440 see her wwwsmsacunat27081980 stop send stop frnd to 62468
ham,i keep ten rs in my shelf buy two egg
ham,i am late i will be there at
ham,well thats nice too bad i cant eat it
ham,i accidentally brought em home in the box
ham,pls she needs to dat slowly or she will vomit more
ham,i have to take exam with in march 3
ham,jane babes not goin 2 wrk feel ill after lst nite foned in already cover 4 me chuck
ham,5 nightswe nt staying at port step liaotoo ex
ham,if i die i want u to have all my stuffs
ham,oh fuck juswoke up in a bed on a boatin the docks slept wid 25 year old spinout giv u da gossip l8r xxx
ham,smile in pleasure smile in pain smile when trouble pours like rain smile when sum1 hurts u smile becoz someone still loves to see u smiling
ham,prabhaim sorydarealyfrm heart im sory
ham,i remet alex nichols from middle school and it turns out hes dealing
spam,private your 2003 account statement for fone no shows 800 unredeemed s i m points call 08715203656 identifier code 42049 expires 261004
ham,it means u could not keep ur words
ham,nope im still in the market
ham,i realise you are a busy guy and im trying not to be a bother i have to get some exams outta the way and then try the cars do have a gr8 day
spam,you are chosen to receive a 350 award pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer
ham,hey what how about your project started aha da
ham,ok cool see ya then
ham,am on the uworld site am i buying the qbank only or am i buying it with the self assessment also
ham,your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply
spam,someonone you know is trying to contact you via our dating service to find out who it could be call from your mobile or landline 09064015307 box334sk38ch 
ham,yeah i can still give you a ride
ham,jay wants to work out first hows 4 sound
ham,gud gudk chikku tke care sleep well gud nyt
ham,its a part of checking iq
ham,hmm thinking lor
ham,of course  dont tease me  you know i simply must see  grins  do keep me posted my prey  loving smile devouring kiss
ham,thanks for the temales it was wonderful thank have a great week
ham,thank you princess i want to see your nice juicy booty
ham,havent eaten all day im sitting here staring at this juicy pizza and i cant eat it these meds are ruining my life
ham,gud ni8 dearslp welltake careswt dreamsmuah
ham,u come n search tat vidnot finishd
ham,k im leaving soon be there a little after 9
spam,urgent please call 09061213237 from a landline 5000 cash or a 4 holiday await collection t cs sae po box 177 m227xy 16
ham,yeah work is fine started last week all the same stuff as before dull but easy and guys are fun
ham,you do your studies alone without anyones help if you cant no need to study
ham,please tell me not all of my car keys are in your purse
ham,i didnt get anything da
ham,ok sweet dreams
ham,well shes in for a big surprise
ham,as usualiam fine happy amp doing well
ham,1 in cbe 2 in chennai
ham,can help u swoop by picking u up from wherever ur other birds r meeting if u want
ham,if anyone calls for a treadmill say youll buy it make sure its working i found an ad on craigslist selling for  ltgt 
ham,i absolutely love south park i only recently started watching the office
ham,did you see that film
ham,pls speak with me i wont ask anything other then you friendship
ham,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello    its d name of a girl    yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone     moralone can 4get d name of a person
ham,gud ni8swt drmstake care
ham,hi darlin its kate are u up for doin somethin tonight im going to a pub called the swan or something with my parents for one drink so phone me if u can
ham,anything lar then  not going home 4 dinner
ham,er
spam,if you dont your prize will go to another customer tc at wwwtcbiz 18 150pmin polo ltd suite 373 london w1j 6hl please call back if busy 
ham,did u fix the teethif not do it asapok take care
ham,so u wan 2 come for our dinner tonight a not
ham,hellohow u doingwhat u been up 2when will u b moving out of the flat cos i will need to arrange to pick up the lamp etc take care hello caroline
ham,its too latebut its kwish you the same
ham,hi hope ur day  good back from walk table booked for half eight let me know when ur coming over
ham,oh yeah clearly its my fault
ham,dunno leh cant remember mayb lor so wat time r we meeting tmr
ham,best msg its hard to be with a person when u know that one more step foward will make u fall in love amp one step back can ruin ur friendship good night 
spam,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09061790126 from land line claim 3030 valid 12hrs only 150ppm
ham,helloooo wake up sweet morning welcomes you enjoy this day with full of joy gud mrng
ham,vikky come around  lttimegt 
ham,and how you will do that princess 
ham,i have gone into get info bt dont know what to do
ham,yeah probably here for a while
ham,sent me ur email id soon
spam,urgent you have won a 1 week free membership in our 100000 prize jackpot txt the word claim to no 81010 tc wwwdbuknet lccltd pobox 4403ldnw1a7rw18
ham,im still pretty weak today  bad day 
ham,hey  dont forget  you are mine  for me  my possession  my property  mmm  childish smile 
ham,an excellent thought by a misundrstud frnd i knw u hate me bt the day wen ull knw the truth ull hate urself gn
ham,hey congrats 2u2 id luv 2 but ive had 2 go home
ham,dear where you call me
ham,xy trying smth now u eat already we havent
spam,urgent please call 09061213237 from landline 5000 cash or a luxury 4 canary islands holiday await collection tcs sae po box 177 m227xy 150ppm 16
ham,i donno its in your genes or something
spam,xmas iscoming  ur awarded either 500 cd gift vouchers  free entry 2 r 100 weekly draw txt music to 87066 tnc wwwldewcom1win150ppmx3age16subscription 
ham,alex says hes not ok with you not being ok with it
ham,are u coming to the funeral home
ham,my darling sister how are you doing whens school resuming is there a minimum wait period before you reapply do take care
ham,ill hand her my phone to chat wit u
ham,well good morning mr  hows london treatin ya treacle
ham,i cant make it tonight
ham,at what time should i come tomorrow
ham,about  ltgt bucks the banks fees are fixed better to call the bank and find out
ham,i can but it will tell quite long cos i havent finish my film yet
ham,pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  ltgt  dollars
ham,hi missed your call and my mumhas beendropping red wine all over theplace what is your adress
ham,ill be at yours in about 3 mins but look out for me
ham,what you did in  leave
ham,im coming back on thursday yay is it gonna be ok to get the money cheers oh yeah and how are you everything alright hows school or do you call it work now
ham,jolly good by the way  will give u tickets for sat eve 730 speak before then x
ham,yeah thats what i was thinking
ham,kkim going to tirunelvali this week to see my uncle i already spend the amount by taking dress so only i want moneyi will give it on feb 1
ham,here got ur favorite oyster n got my favorite sashimi ok lar i dun say already wait ur stomach start rumbling
ham,my sister going to earn more than me da
spam,get the official england poly ringtone or colour flag on yer mobile for tonights game text tone or flag to 84199 optout txt eng stop box39822 w111wx 150
ham,hahahause your brain dear
ham,jus finish watching tv u
ham,k fyi im back in my parents place in south tampa so i might need to do the deal somewhere else
ham,good morning my love  i go to sleep now and wish you a great day full of feeling better and opportunity  you are my last thought babe i love you kiss
ham,kothi print out marandratha
ham,but we havent got da topic yet rite
ham,ok no problem yup im going to sch at 4 if i rem correctly
ham,thanks ill keep that in mind
ham,aah bless hows your arm
ham,dear sirsalam alaikkumpride and pleasure meeting you today at the tea shopwe are pleased to send you our contact number at qatarrakhesh an indianpls save our numberrespectful regards
ham,gal n boy walking in d park galcan i hold ur hand boyy do u think i would run away galno jst wana c how it feels walking in heaven with an princegn
ham,what makes you most happy
ham,wishing you a wonderful week
ham,sweet heart how are you
ham,sir waiting for your letter
ham,dude im no longer a pisces im an aquarius now
ham,x course it 2yrs just so her messages on messenger lik you r sending me
ham,i think steyn surely get one wicket
ham,neither in sterm voice  im studying all fine with me not sure the  thing will be resolved tho anyway have a fab hols
ham,garbage bags eggs jam bread hannaford wheat chex
ham,no its not pride im almost  ltgt  years old and shouldnt be takin money from my kid youre not supposed to have to deal with this stuff this is grownup stuffwhy i dont tell you
ham,sounds better than my evening im just doing my costume im not sure what time i finish tomorrow but i will txt you at the end
ham,my birthday is on feb  ltgt  da 
ham,so when do you wanna gym
ham,youd like that wouldnt you jerk
ham,are u awake is there snow there
ham,and of course you should make a stink
spam,u r subscribed 2 textcomp 250 wkly comp 1st wks free question follows subsequent wks charged150pmsg2 unsubscribe txt stop 2 84128custcare 08712405020
ham,no go no openings for that room til after thanksgiving without an upcharge
ham,when you guys planning on coming over
ham,wat  doing now
ham,my parents my kidz my friends n my colleagues all screaming surprise  and i was waiting on the sofa    naked
ham,no sir thats why i had an 8hr trip on the bus last week have another audition next wednesday but i think i might drive this time
ham,do i i thought i put it back in the box
ham,im home
ham,no one interested may be some business plan
ham,yup its at paragon i havent decided whether 2 cut yet hee
ham,good morning princess have a great day
ham,guai  shd haf seen him when hes naughty  so free today can go jogging
ham,aiyo cos i sms  then  neva reply so i wait 4  to reply lar i tot  havent finish ur lab wat
ham,living is very simple loving is also simple laughing is too simple winning is tooo simple but being simple is very difficult 
ham,tell me something thats okay
ham,ok
ham,hmm shall i bring a bottle of wine to keep us amused just joking ill still bring a bottle red or white see you tomorrow
ham,this is ur face test  1 2 3 4 5 6 7 8 9  ltgt   select any number i will tell ur face astrology am waiting quick reply
ham,hey iouri gave me your number im wylie ryans friend
ham,yep get with the program youre slacking
ham,im in inside officestill filling formsdon know when they leave me
ham,i think your mentor is  but not 100 percent sure
